name,country,state,county,city,street_address,zip_code,latitude,longitude,email,website,phone_number,type,is_operational,description
Honokalani Cemetary,United States,Hawaii,Maui County,Ka‘elekū,Ka‘elekū,,20.7878256,-156.0033537,,,,human,true,
National Memorial Cemetery of the Pacific,United States,HI,Honolulu County,Honolulu,2177 Puowaina Drive,96813,21.3124477,-157.846115,,https://www.cem.va.gov/cems/nchp/NMCP.asp,+1 808-532-3720,human,true,
Makiki Cemetery,United States,Hawaii,Honolulu County,Upper Pauoa,Upper Pauoa,,21.3083856,-157.8413622,,,,human,true,
Diamond Head Memorial Park,United States,Hawaii,Honolulu County,Diamond Head,Diamond Head,,21.2674475,-157.7967034,,,,human,true,
Alae Cemetery,United States,Hawaii,Hawaii County,Wainaku,Wainaku,,19.7514987,-155.0939606,,,,human,true,
Moiliili Japanese Cemetary,United States,Hawaii,Honolulu County,Lower McCully,Lower McCully,,21.2884552,-157.8205545,,,,human,true,
Kekaha Public Cemetery,United States,Hawaii,Kauai County,Kekaha,Kekaha,,21.9647554,-159.7103755,,,,human,true,
Mililani Memorial Park & Mortuary,United States,Hawaii,Honolulu County,Waipio,Waipio,,21.442212,-157.9870487,,https://mililanimemorial.com/,,human,true,
Schofield Barracks Cemetery,United States,Hawaii,Honolulu County,Schofield Barracks,Schofield Barracks,,21.4837956,-158.0587333,,https://armycemeteries.army.mil/Cemeteries/Schofield-Barracks-Main-Post-Cemetery,,human,true,
Lanai Cemetery,United States,Hawaii,Maui County,Keomuku (historical),Keomuku (historical),,20.8451675,-156.920495,,,,human,true,
Kuau Catholic Cemetary,United States,Hawaii,Maui County,Kūʻau,Kūʻau,,20.9272626,-156.3678639,,,,human,true,
Puʻuiki Cemetery,United States,Hawaii,Honolulu County,Waialua,Waialua,,21.5818345,-158.1229745,,,,human,true,
Puupiha Cemetery,United States,Hawaii,Maui County,Māla,Māla,,20.8837423,-156.6864746,,,,human,true,
Papaloa,United States,HI,Kalawao County,Kalaupapa,Kalaupapa,96742,21.1961685,-156.9823185,,,,human,true,
